Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197404660, 359387, 5792, -416, 5648
1590197404691, 359417, 5792, -448, 5760
1590197404721, 359447, 5808, -448, 5776
1590197404751, 359477, 5792, -432, 5744
1590197404781, 359507, 5792, -448, 5616
1590197404810, 359537, 5696, -400, 5616
1590197404841, 359567, 5792, -320, 5552
1590197404871, 359597, 5792, -384, 5648
1590197404900, 359627, 5872, -320, 5760
1590197404930, 359657, 6448, -240, 5984
1590197404961, 359687, 8112, -464, 6528
1590197404990, 359717, 8656, -672, 8320
1590197405020, 359747, 7904, -784, 9056
1590197405051, 359777, 7488, -944, 7392
1590197405081, 359807, 6512, -1216, 6176
1590197405110, 359837, 3280, -3072, 3872
1590197405140, 359867, -2240, -5456, -2528
1590197405171, 359897, -8096, -4032, -12144
1590197405201, 359927, -13472, 2000, -14464
1590197405230, 359957, -19520, 400, -1664
1590197405260, 359987, -16688, -5872, 20496
1590197405291, 360017, -5120, -11888, 32320
1590197405321, 360047, 9376, -14432, 32224
1590197405350, 360077, 18304, -9376, 30304
1590197405380, 360107, 18992, -3776, 18112
1590197405410, 360137, 15312, -6096, 11776
1590197405441, 360167, 11872, -11872, 13392
1590197405470, 360197, 8656, -15520, 17312
1590197405501, 360227, 2144, -13824, 20736
1590197405531, 360257, -10368, -2272, 21120
1590197405560, 360287, -14320, 6016, 8832
1590197405591, 360317, -13232, 7552, -64
1590197405620, 360347, -11200, 6560, -8208
1590197405651, 360377, -6064, 2384, -10528
1590197405681, 360407, -1360, -816, -7424
1590197405710, 360437, 2880, -896, -1232
1590197405741, 360467, 5760, 96, 4832
1590197405771, 360497, 8112, 352, 8400
1590197405800, 360527, 8704, 1424, 6992
1590197405830, 360557, 7872, 1760, 4784
1590197405860, 360587, 6528, 1360, 4304
