Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197327231, 281957, 6352, 2800, 4256
1590197327262, 281987, 6384, 2848, 4208
1590197327292, 282017, 6336, 2880, 4192
1590197327321, 282047, 6432, 2864, 4144
1590197327351, 282077, 6368, 2656, 4288
1590197327382, 282107, 6416, 2672, 4176
1590197327411, 282137, 6464, 2688, 4112
1590197327442, 282167, 6480, 2608, 4144
1590197327472, 282197, 6400, 2656, 4208
1590197327502, 282227, 6432, 2608, 3936
1590197327532, 282257, 6416, 2432, 3824
1590197327562, 282287, 6576, 2352, 3216
1590197327592, 282317, 7136, 2096, 2160
1590197327622, 282347, 8752, 1824, 2880
1590197327651, 282377, 13648, 2176, 5360
1590197327681, 282407, 16608, 6768, 8288
1590197327712, 282437, 11056, 15968, 15376
1590197327742, 282467, 1712, 21520, 14320
1590197327772, 282497, -9872, 28864, 7120
1590197327802, 282527, -18496, 21472, 7088
1590197327831, 282557, -25600, 384, 5504
1590197327862, 282587, -26368, -14880, 384
1590197327892, 282617, -21200, -21744, -5328
1590197327922, 282647, -13296, -29808, -6448
1590197327952, 282677, -4656, -30944, -10208
1590197327982, 282707, -1808, -27872, -5808
1590197328011, 282737, -2176, -18720, 560
1590197328042, 282767, -3456, -9280, 7600
1590197328071, 282797, -288, -4176, 14368
1590197328102, 282827, 1600, 5280, 18224
1590197328131, 282857, 2944, 18832, 21840
1590197328162, 282887, 7600, 23808, 18432
1590197328191, 282917, 12272, 14784, 16304
1590197328221, 282947, 10960, 928, 15904
1590197328251, 282977, 7888, -9296, 12768
1590197328281, 283007, 4592, -12272, 9792
1590197328312, 283037, 1328, -12304, 7264
1590197328341, 283067, -4144, -11776, 5824
1590197328372, 283097, -2224, -10160, 6240
1590197328401, 283127, -2320, -8288, 7728
1590197328432, 283157, -1008, -5360, 6384
1590197328461, 283187, 880, -3520, 5504
1590197328492, 283217, 2624, -2528, 6016
1590197328522, 283247, 3520, -1904, 7104
