Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197206483, 161207, 5680, -4496, 3216
1590197206513, 161237, 5664, -4544, 3152
1590197206543, 161267, 5712, -4560, 3264
1590197206573, 161297, 5584, -4528, 3376
1590197206604, 161327, 5680, -4704, 3360
1590197206633, 161357, 5584, -4672, 3360
1590197206664, 161387, 5600, -4704, 3280
1590197206695, 161417, 5600, -4592, 3264
1590197206724, 161447, 5616, -4576, 3136
1590197206752, 161477, 5648, -4512, 3056
1590197206783, 161507, 5648, -4256, 2800
1590197206812, 161537, 5488, -3472, 2160
1590197206842, 161567, 5408, -1024, 1936
1590197206872, 161597, 5664, 3520, 4256
1590197206903, 161627, 6736, 2352, 11104
1590197206933, 161657, 9568, -2880, 13312
1590197206964, 161687, 10864, -12768, 14640
1590197206993, 161717, 11440, -24320, 8512
1590197207023, 161747, 7440, -21248, 592
1590197207053, 161777, -560, -15200, -5200
1590197207083, 161807, -2624, -18016, -7792
1590197207114, 161837, -3920, -16896, -8144
1590197207143, 161867, -8112, -10992, -6448
1590197207174, 161897, -12288, -5344, -5104
1590197207203, 161927, -14112, -1072, -5200
1590197207233, 161957, -16224, 4736, -2880
1590197207263, 161987, -15456, 5904, 0
1590197207293, 162017, -12992, 4720, 1632
1590197207324, 162047, -10768, 1936, 1808
1590197207353, 162077, -8752, 2144, 6096
1590197207383, 162107, -7600, 3968, 21152
1590197207414, 162137, -688, -592, 32624
1590197207444, 162167, 6352, -10480, 32640
1590197207474, 162197, 9232, -16864, 31872
1590197207503, 162227, 9152, -21792, 19952
1590197207533, 162257, 6656, -28752, 7456
1590197207563, 162287, 5568, -25968, -1184
1590197207593, 162317, 1632, -16000, -1344
1590197207623, 162347, -224, -12016, -4272
1590197207654, 162377, -896, -7072, -2272
1590197207683, 162407, -256, -6416, -1392
1590197207713, 162437, 736, -6112, 608
1590197207743, 162467, 1712, -4352, 2160
