Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197316131, 270857, 6592, -720, 4608
1590197316162, 270887, 6608, -896, 4480
1590197316192, 270917, 6560, -848, 4544
1590197316222, 270947, 6592, -928, 4624
1590197316252, 270977, 6592, -912, 4576
1590197316282, 271007, 6464, -768, 4512
1590197316311, 271037, 6544, -880, 4608
1590197316342, 271067, 6576, -672, 4544
1590197316372, 271097, 6688, -752, 4592
1590197316402, 271127, 7088, -432, 4528
1590197316431, 271157, 8112, 432, 4576
1590197316461, 271187, 8752, 2256, 5280
1590197316492, 271217, 7920, 3184, 4464
1590197316522, 271247, 6864, 992, 2704
1590197316552, 271277, 5056, -3920, 1712
1590197316582, 271307, 2608, -14688, 2624
1590197316611, 271337, 1648, -28080, 2880
1590197316642, 271367, 1296, -27200, 2976
1590197316672, 271397, -3216, -16656, 5648
1590197316702, 271427, -5680, -1168, 10608
1590197316732, 271457, -7104, 14416, 13008
1590197316762, 271487, -10000, 32560, 13008
1590197316792, 271517, -4592, 32640, 2096
1590197316822, 271547, -1056, 27248, 5776
1590197316852, 271577, 368, 12576, 14160
1590197316882, 271607, -1904, -3648, 22224
1590197316912, 271637, -6288, -28288, 17744
1590197316942, 271667, -4576, -32624, 1424
1590197316972, 271697, -1904, -29328, 2240
1590197317002, 271727, -5472, -18800, 1808
1590197317031, 271757, -7264, -11504, 2256
1590197317061, 271787, -6240, -9360, 2880
1590197317093, 271817, -5328, -3728, 7872
1590197317121, 271847, -416, -1040, 11280
1590197317152, 271877, 6752, 5824, 18464
1590197317182, 271907, 9792, 13264, 28608
1590197317211, 271937, 7856, 11248, 21408
1590197317241, 271967, 3728, 1104, 7824
1590197317271, 271997, 416, -8320, 3392
1590197317301, 272027, -16, -13200, 4464
1590197317332, 272057, 368, -10704, 5520
1590197317361, 272087, -96, -5264, 6704
1590197317392, 272117, 880, -2688, 6240
