Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197387081, 341807, 6320, -1072, 5072
1590197387110, 341837, 6336, -1104, 4960
1590197387141, 341867, 6288, -1088, 4880
1590197387171, 341897, 6272, -1104, 4896
1590197387201, 341927, 6256, -1136, 4880
1590197387230, 341957, 6240, -1184, 4880
1590197387261, 341987, 6240, -1136, 4944
1590197387291, 342017, 6224, -1088, 5008
1590197387321, 342047, 6240, -1088, 5072
1590197387351, 342077, 6208, -1120, 5168
1590197387381, 342107, 6288, -1184, 4976
1590197387411, 342137, 6288, -1120, 4960
1590197387441, 342167, 6384, -1152, 4944
1590197387471, 342197, 6448, -1120, 5024
1590197387501, 342227, 6192, -1360, 4832
1590197387531, 342257, 3648, -3696, 2304
1590197387561, 342287, -992, -5056, -2112
1590197387591, 342317, -4960, -4512, -3312
1590197387620, 342347, -9728, -912, -3936
1590197387650, 342377, -9984, -576, 2992
1590197387681, 342407, -8848, 896, 15600
1590197387711, 342437, -560, -2880, 23152
1590197387740, 342467, 9920, -7824, 30448
1590197387771, 342497, 16192, -10560, 32640
1590197387801, 342527, 14448, -13904, 23568
1590197387831, 342557, 7424, -14240, 17920
1590197387861, 342587, -768, -8736, 16016
1590197387891, 342617, -6912, -2032, 12384
1590197387921, 342647, -11040, 5120, 7200
1590197387951, 342677, -12208, 9904, -1280
1590197387981, 342707, -9024, 10656, -7216
1590197388011, 342737, -3056, 3440, -5280
1590197388041, 342767, 2352, -1248, 368
1590197388071, 342797, 5360, -1648, 4784
1590197388101, 342827, 6832, -704, 6864
1590197388130, 342857, 7504, -592, 6976
1590197388160, 342887, 7248, 272, 5488
1590197388191, 342917, 6288, 640, 4432
1590197388220, 342947, 5632, 464, 4192
1590197388251, 342977, 5248, 800, 4320
