Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197354531, 309257, 3616, -1376, 7232
1590197354561, 309287, 3568, -1360, 7296
1590197354591, 309317, 3568, -1424, 7040
1590197354621, 309347, 3616, -1424, 7056
1590197354650, 309377, 3680, -1600, 7136
1590197354681, 309407, 3696, -1568, 6992
1590197354711, 309437, 3648, -1552, 7008
1590197354742, 309467, 3664, -1600, 7040
1590197354771, 309497, 3536, -1472, 7024
1590197354801, 309527, 3536, -1504, 7024
1590197354831, 309557, 3504, -1616, 6768
1590197354861, 309587, 3536, -1488, 6464
1590197354891, 309617, 3424, -1376, 5872
1590197354921, 309647, 3488, -1392, 5056
1590197354951, 309677, 4160, -480, 3328
1590197354981, 309707, 5920, -1904, 10768
1590197355012, 309737, 8672, -8000, 21840
1590197355041, 309767, 9952, -20336, 32608
1590197355071, 309797, 3696, -13440, 31008
1590197355102, 309827, -8032, -2912, 15904
1590197355132, 309857, -22208, 9312, -15760
1590197355161, 309887, -23584, 22464, -32608
1590197355192, 309917, -22592, 18000, -31072
1590197355221, 309947, -21888, 400, -3808
1590197355252, 309977, -14256, -13776, 32272
1590197355281, 310007, 11104, -31408, 32640
1590197355312, 310037, 22976, -32624, 32640
1590197355341, 310067, 9760, -22240, 17120
1590197355370, 310097, -12832, 3104, -736
1590197355402, 310127, -22112, 23728, -24288
1590197355432, 310157, -22368, 23648, -30208
1590197355462, 310187, -18800, 5456, -13808
1590197355492, 310217, -13792, -7952, 13968
1590197355521, 310247, -560, -20640, 32560
1590197355551, 310277, 17216, -32464, 32640
1590197355582, 310307, 17344, -29552, 32640
1590197355611, 310337, 3136, -11888, 19776
1590197355642, 310367, -16368, 4064, 3840
1590197355671, 310397, -25440, 18336, -22976
1590197355702, 310427, -23488, 20208, -32576
1590197355732, 310457, -18560, 5584, -23504
1590197355762, 310487, -15408, -4816, 6288
1590197355791, 310517, -8560, -10816, 32576
1590197355822, 310547, 10928, -24992, 32640
1590197355851, 310577, 16752, -26080, 32640
1590197355882, 310607, 6208, -15920, 15824
1590197355912, 310637, -5824, -4864, 5424
1590197355942, 310667, -12736, 4400, -3248
1590197355972, 310697, -14864, 10240, -15616
1590197356001, 310727, -12576, 11968, -21920
1590197356031, 310757, -9984, 7008, -13696
1590197356061, 310787, -9200, -1216, -2544
1590197356091, 310817, -9488, -5920, 20480
1590197356122, 310847, -1408, -15520, 32592
1590197356152, 310877, 7568, -15520, 31472
1590197356182, 310907, 8192, -9216, 19312
1590197356211, 310937, 5024, -5728, 10864
1590197356242, 310967, 2704, -2912, 4064
1590197356271, 310997, -48, 1328, 4000
