Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197079823, 34547, -2976, 416, 7568
1590197079853, 34577, -2848, 384, 7536
1590197079884, 34607, -2880, 448, 7616
1590197079913, 34637, -2832, 400, 7584
1590197079943, 34667, -2848, 400, 7552
1590197079973, 34697, -2768, 400, 7616
1590197080003, 34727, -2912, 416, 7600
1590197080034, 34757, -2944, 336, 7552
1590197080062, 34787, -2912, 352, 7504
1590197080093, 34817, -2880, 368, 7552
1590197080123, 34847, -2896, 384, 7648
1590197080153, 34877, -2784, 432, 7680
1590197080183, 34907, -2896, 272, 7616
1590197080213, 34937, -3072, 0, 7488
1590197080243, 34967, -3520, -400, 7216
1590197080273, 34997, -4144, -1264, 6944
1590197080302, 35027, -5328, -1520, 6448
1590197080333, 35057, -6432, -16, 6512
1590197080364, 35087, -8272, 5360, 7952
1590197080393, 35117, -6672, 15312, 15968
1590197080423, 35147, -944, 20816, 31184
1590197080453, 35177, 5776, 7728, 32640
1590197080483, 35207, 9936, -7776, 29040
1590197080513, 35237, 16272, -17664, 5872
1590197080543, 35267, 17936, -19264, -14352
1590197080574, 35297, 19728, -19904, -22992
1590197080604, 35327, 20400, -16320, -26112
1590197080633, 35357, 21456, -11808, -23856
1590197080663, 35387, 23920, -11840, -7648
1590197080694, 35417, 15856, -13504, 22816
1590197080723, 35447, 1312, -14720, 32640
1590197080753, 35477, -12096, -7648, 32640
1590197080783, 35507, -11488, 2576, 18448
1590197080813, 35537, -6880, 3600, 2912
1590197080843, 35567, -6416, 464, 2576
1590197080874, 35597, -5904, -1920, 2752
1590197080903, 35627, -5120, -4032, 4624
1590197080932, 35657, -5376, -4656, 5760
1590197080964, 35687, -5456, -4672, 6528
1590197080993, 35717, -5280, -4176, 6304
1590197081023, 35747, -5056, -3920, 5648
1590197081053, 35777, -5024, -3584, 5024
1590197081083, 35807, -4960, -3520, 4432
1590197081113, 35837, -4896, -3536, 4544
1590197081143, 35867, -4752, -3584, 4752
1590197081173, 35897, -4720, -3632, 4880
1590197081202, 35927, -4608, -3600, 5184
1590197081233, 35957, -4576, -3632, 5376
1590197081263, 35987, -4544, -3776, 5376
1590197081292, 36017, -4864, -3936, 5232
1590197081323, 36047, -4928, -4000, 5136
1590197081353, 36077, -4928, -3824, 5216
1590197081383, 36107, -4864, -3584, 5184
1590197081413, 36137, -4736, -3456, 5312
1590197081443, 36167, -4688, -3360, 5536
1590197081473, 36197, -4608, -3248, 5584
1590197081503, 36227, -4608, -3216, 5568
1590197081534, 36257, -4656, -3344, 5312
1590197081563, 36287, -4608, -3776, 5184
1590197081593, 36317, -4368, -4656, 4704
1590197081624, 36347, -4560, -6032, 3264
1590197081653, 36377, -6192, -6800, 2656
1590197081683, 36407, -10368, -3472, 6864
1590197081714, 36437, -14016, 10400, 17232
1590197081743, 36467, -1520, 13760, 32592
1590197081773, 36497, -944, -3408, 32640
1590197081803, 36527, 10224, -10688, 12960
1590197081834, 36557, 20432, -9328, -7344
1590197081863, 36587, 18384, -8208, -13440
1590197081894, 36617, 18128, -10192, -15664
1590197081924, 36647, 16640, -9904, -18272
1590197081953, 36677, 14432, -7856, -18464
1590197081984, 36707, 12784, -7568, -14304
1590197082013, 36737, 12656, -9568, -2496
1590197082043, 36767, 7712, -13552, 10816
1590197082074, 36797, 2080, -13568, 22384
1590197082102, 36827, -1568, -7104, 28592
1590197082133, 36857, -2192, 4816, 23088
1590197082164, 36887, -2928, 7440, 13040
1590197082193, 36917, -4160, 2992, 6848
1590197082223, 36947, -4176, -1328, 5152
1590197082254, 36977, -4432, -4448, 4944
1590197082282, 37007, -4912, -5888, 5056
1590197082313, 37037, -5136, -5808, 5616
1590197082343, 37067, -4528, -4752, 6576
1590197082373, 37097, -3840, -3680, 7056
1590197082403, 37127, -3712, -2704, 7008
1590197082433, 37157, -3536, -2416, 7280
1590197082463, 37187, -3616, -2320, 7312
1590197082493, 37217, -3680, -2208, 7472
1590197082523, 37247, -3648, -1888, 7616
1590197082552, 37277, -3536, -1552, 7328
1590197082583, 37307, -3600, -1184, 7008
