Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197153743, 108467, -192, 176, 8112
1590197153773, 108497, -144, 144, 8032
1590197153803, 108527, -112, 80, 8096
1590197153833, 108557, -96, 176, 7968
1590197153863, 108587, -96, 112, 8096
1590197153893, 108617, -80, 112, 8128
1590197153923, 108647, -16, 112, 8112
1590197153953, 108677, -48, 112, 8064
1590197153983, 108707, -80, 160, 7952
1590197154013, 108737, -144, 80, 7872
1590197154043, 108767, -656, -240, 7392
1590197154073, 108797, -2128, -832, 6080
1590197154104, 108827, -3072, -2880, 4240
1590197154134, 108857, -4128, -2448, 2080
1590197154164, 108887, -5120, -864, 608
1590197154193, 108917, -4992, -960, 2000
1590197154224, 108947, -5648, 240, 7664
1590197154253, 108977, -6528, 2000, 9440
1590197154283, 109007, -5424, 1696, 6784
1590197154314, 109037, -4816, -256, 9376
1590197154343, 109067, -4368, 1104, 11824
1590197154374, 109097, -4544, 3360, 9728
1590197154404, 109127, -4112, 2512, 10992
1590197154433, 109157, -3264, 1312, 12064
1590197154464, 109187, -1328, -896, 11632
1590197154493, 109217, -896, -992, 14064
1590197154523, 109247, -1808, -352, 16928
1590197154553, 109277, -9264, 416, 23056
1590197154583, 109307, -28144, 5248, 32048
1590197154614, 109337, -32624, 5168, 18816
1590197154643, 109367, -32624, -6496, -18304
1590197154673, 109397, -22624, -13008, -28256
1590197154703, 109427, -8832, -12288, -24576
1590197154733, 109457, -4960, -6240, -14368
1590197154764, 109487, -4464, -2048, -3920
1590197154793, 109517, -7616, 1648, 7088
1590197154823, 109547, -6784, 1216, 11184
1590197154853, 109577, -4624, 64, 11312
1590197154884, 109607, -3392, -1424, 11808
1590197154913, 109637, -3312, -1840, 10688
1590197154943, 109667, -3488, -1216, 9328
1590197154973, 109697, -3504, -656, 8016
1590197155003, 109727, -3408, -608, 7424
1590197155033, 109757, -3696, -768, 7456
1590197155064, 109787, -3776, -720, 7616
1590197155093, 109817, -3936, -624, 7520
1590197155123, 109847, -3824, -832, 7664
