Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197285801, 240527, 5024, -304, 6192
1590197285832, 240557, 5072, -240, 6208
1590197285862, 240587, 4992, -304, 6384
1590197285892, 240617, 5104, -384, 6528
1590197285922, 240647, 4944, -336, 6368
1590197285952, 240677, 4928, -432, 6384
1590197285981, 240707, 4912, -432, 6464
1590197286012, 240737, 4960, -448, 6368
1590197286041, 240767, 5040, -528, 6320
1590197286071, 240797, 5040, -512, 6224
1590197286103, 240827, 4784, -624, 5904
1590197286133, 240857, 4160, -1040, 4752
1590197286163, 240887, 3584, -2544, 2880
1590197286192, 240917, 3680, -4912, 1248
1590197286223, 240947, 3744, -6848, 2656
1590197286253, 240977, 4208, -6784, 6224
1590197286282, 241007, 6336, -5984, 13072
1590197286313, 241037, 8512, -2160, 18048
1590197286342, 241067, 9328, 96, 21440
1590197286373, 241097, 8208, 1296, 25136
1590197286402, 241127, 3872, 6672, 27760
1590197286432, 241157, -4064, 11168, 25328
1590197286463, 241187, -10832, 15680, 13664
1590197286492, 241217, -15280, 19808, 5712
1590197286523, 241247, -19376, 14848, -2960
1590197286553, 241277, -21712, 2864, -7328
1590197286582, 241307, -21200, -8320, -12928
1590197286612, 241337, -16816, -12400, -12560
1590197286642, 241367, -12416, -16352, -10032
1590197286672, 241397, -7568, -19584, -6576
1590197286702, 241427, -4288, -17952, -1696
1590197286732, 241457, -2800, -15168, 5424
1590197286762, 241487, -2176, -13344, 11152
1590197286793, 241517, -800, -11024, 17392
1590197286822, 241547, 1648, -9024, 14352
1590197286852, 241577, 3488, -7792, 12288
1590197286881, 241607, 6448, -8304, 13408
1590197286912, 241637, 7424, -3824, 13536
1590197286942, 241667, 5184, 1440, 13440
1590197286971, 241697, 3664, 3424, 12160
1590197287003, 241727, 1776, 2864, 8528
1590197287031, 241757, 96, 1312, 6448
1590197287062, 241787, -560, -208, 5792
