Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197239933, 194657, -5360, -3680, 4752
1590197239964, 194687, -5376, -3680, 4736
1590197239992, 194717, -5344, -3728, 4768
1590197240022, 194747, -5328, -3584, 4784
1590197240053, 194777, -5280, -3600, 4784
1590197240082, 194807, -5312, -3616, 4816
1590197240113, 194837, -5280, -3664, 4768
1590197240142, 194867, -5296, -3696, 4736
1590197240173, 194897, -5296, -3584, 4784
1590197240203, 194927, -5312, -3664, 4832
1590197240233, 194957, -5296, -3696, 4784
1590197240263, 194987, -5232, -3696, 4784
1590197240293, 195017, -5280, -3632, 4752
1590197240322, 195047, -5408, -3648, 4848
1590197240353, 195077, -5280, -3760, 4784
1590197240383, 195107, -5216, -3728, 4656
1590197240413, 195137, -5280, -3696, 4672
1590197240444, 195167, -5280, -3600, 4640
1590197240473, 195197, -5328, -3648, 4752
1590197240503, 195227, -5328, -3664, 4832
1590197240532, 195257, -5360, -3632, 4784
1590197240563, 195287, -5280, -3600, 4736
1590197240593, 195317, -5264, -3648, 4784
1590197240623, 195347, -5296, -3664, 4672
1590197240653, 195377, -5232, -3776, 4688
1590197240683, 195407, -5328, -3712, 4656
1590197240713, 195437, -5360, -3696, 4640
1590197240743, 195467, -5296, -3744, 4784
1590197240773, 195497, -5296, -3744, 4848
1590197240803, 195527, -5360, -3824, 4992
1590197240833, 195557, -5232, -3808, 5424
