Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197164544, 119267, 400, 720, 7104
1590197164572, 119297, 192, 688, 6528
1590197164603, 119327, -224, 32, 5312
1590197164633, 119357, -1088, -336, 3376
1590197164663, 119387, -2960, -816, 1648
1590197164693, 119417, -4096, -2496, 1776
1590197164724, 119447, -4768, -3184, 4736
1590197164753, 119477, -5360, -2176, 9840
1590197164783, 119507, -6768, 528, 11888
1590197164813, 119537, -6480, 48, 9344
1590197164843, 119567, -5440, 320, 7520
1590197164873, 119597, -5184, 1600, 7088
1590197164903, 119627, -4624, 3088, 7984
1590197164933, 119657, -2800, 2496, 6864
1590197164963, 119687, -752, 1904, 9008
1590197164993, 119717, 1984, 1776, 10992
1590197165023, 119747, 2464, 1568, 11648
1590197165053, 119777, -80, 352, 17824
1590197165083, 119807, -2352, -1728, 17184
1590197165114, 119837, -6800, -3376, 18944
1590197165144, 119867, -16224, -6720, 21344
1590197165174, 119897, -32240, 3152, 20592
1590197165203, 119927, -32624, 320, 5072
1590197165234, 119957, -32624, -9424, -25168
1590197165263, 119987, -15504, -12656, -19856
1590197165294, 120017, -9088, -6688, -10368
1590197165323, 120047, -6480, -3728, -3216
1590197165353, 120077, -6368, -1520, 5136
1590197165384, 120107, -5616, -1216, 9248
1590197165413, 120137, -4608, -912, 9920
1590197165444, 120167, -3568, -480, 8688
1590197165474, 120197, -3104, -240, 7248
1590197165503, 120227, -3376, -32, 6736
1590197165533, 120257, -3296, -160, 7152
1590197165563, 120287, -3264, -368, 7440
1590197165593, 120317, -3408, -736, 7760
1590197165623, 120347, -3264, -880, 7792
1590197165654, 120377, -3168, -736, 7792
