Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197094703, 49427, -2912, 128, 7664
1590197094733, 49457, -2976, 96, 7568
1590197094763, 49487, -2992, 48, 7504
1590197094793, 49517, -3056, -16, 7472
1590197094822, 49547, -3168, -64, 7344
1590197094852, 49577, -3344, -32, 7264
1590197094882, 49607, -3536, 0, 7392
1590197094913, 49637, -3888, 352, 7376
1590197094942, 49667, -5312, 2000, 7440
1590197094973, 49697, -7120, 5952, 8960
1590197095004, 49727, -5760, 15008, 13968
1590197095033, 49757, -1168, 17712, 26048
1590197095063, 49787, 4576, 2480, 32640
1590197095094, 49817, 6544, -12992, 20720
1590197095123, 49847, 12560, -17024, -1520
1590197095153, 49877, 17136, -14336, -17248
1590197095184, 49907, 20896, -14816, -27312
1590197095213, 49937, 19824, -16208, -26992
1590197095243, 49967, 19120, -17680, -14080
1590197095274, 49997, 15136, -20160, 15008
1590197095303, 50027, 4368, -2640, 32592
1590197095333, 50057, 2464, 15952, 32640
1590197095363, 50087, -3856, 15744, 25728
1590197095393, 50117, -4016, 6416, 4480
1590197095422, 50147, -4080, -2896, -240
1590197095453, 50177, -5120, -7200, -816
1590197095484, 50207, -5888, -8160, 1712
1590197095513, 50237, -5520, -6672, 5472
1590197095543, 50267, -4240, -4384, 7072
1590197095573, 50297, -4144, -2944, 7216
1590197095603, 50327, -4112, -2272, 7056
1590197095633, 50357, -4032, -2208, 6832
1590197095663, 50387, -4128, -2336, 6576
1590197095692, 50417, -4336, -2336, 6336
1590197095722, 50447, -4448, -2064, 6224
1590197095754, 50477, -4144, -1712, 6384
