Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197100343, 55067, 3552, -19696, 23696
1590197100373, 55097, -656, 9168, 32640
1590197100402, 55127, -5104, 14816, 32640
1590197100433, 55157, -9488, 12160, 22800
1590197100463, 55187, -5120, 2384, 3120
1590197100492, 55217, -4656, -7024, -3536
1590197100523, 55247, -3792, -8736, -5632
1590197100553, 55277, -3376, -8976, -4048
1590197100582, 55307, -3136, -8352, -1520
1590197100613, 55337, -3184, -7488, 2816
1590197100642, 55367, -3520, -6656, 5952
1590197100672, 55397, -4224, -5328, 5824
1590197100703, 55427, -4448, -4864, 4640
1590197100733, 55457, -4592, -4832, 4240
1590197100763, 55487, -4160, -4976, 4480
1590197100793, 55517, -3952, -5328, 3952
1590197100823, 55547, -3536, -6512, 2432
1590197100853, 55577, -3744, -8432, 304
1590197100883, 55607, -5584, -8464, 544
1590197100912, 55637, -10032, -2400, 8000
1590197100944, 55667, -9376, 17664, 31600
1590197100973, 55697, -2208, 6320, 32640
1590197101003, 55727, 3888, -6656, 31184
1590197101033, 55757, 26288, -13232, 1424
1590197101064, 55787, 32640, -13232, -31856
1590197101092, 55817, 30912, -11296, -32624
1590197101123, 55847, 29648, -7376, -26688
1590197101153, 55877, 25664, -9456, -2592
1590197101183, 55907, 13168, -11776, 18736
1590197101213, 55937, -592, -8864, 32560
1590197101242, 55967, -8576, -6528, 32640
1590197101274, 55997, -12000, -3072, 21712
1590197101303, 56027, -8880, -1552, 6288
1590197101334, 56057, -7072, -3712, 1808
1590197101363, 56087, -6368, -4992, 1520
1590197101393, 56117, -5120, -4976, 4096
