Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197245423, 200147, -5264, -3680, 4816
1590197245453, 200177, -5216, -3664, 4736
1590197245483, 200207, -5312, -3600, 4768
1590197245513, 200237, -5344, -3600, 4800
1590197245543, 200267, -5264, -3584, 4784
1590197245573, 200297, -5328, -3664, 4784
1590197245602, 200327, -5280, -3664, 4736
1590197245633, 200357, -5296, -3664, 4768
1590197245663, 200387, -5312, -3648, 4720
1590197245693, 200417, -5296, -3680, 4832
1590197245723, 200447, -5312, -3680, 4784
1590197245753, 200477, -5328, -3648, 4736
1590197245783, 200507, -5424, -3648, 4768
1590197245812, 200537, -5408, -3680, 4672
1590197245842, 200567, -5360, -3664, 4704
1590197245873, 200597, -5440, -3584, 4688
1590197245903, 200627, -5392, -3648, 4752
1590197245933, 200657, -5280, -3760, 4688
1590197245963, 200687, -5264, -3696, 4672
1590197245993, 200717, -5280, -3584, 4688
1590197246022, 200747, -5280, -3600, 4800
1590197246053, 200777, -5360, -3600, 4720
1590197246083, 200807, -5312, -3568, 4736
1590197246112, 200837, -5376, -3616, 4752
1590197246142, 200867, -5312, -3696, 4768
1590197246173, 200897, -5328, -3744, 4704
1590197246202, 200927, -5312, -3760, 4768
1590197246233, 200957, -5328, -3744, 4704
1590197246263, 200987, -5296, -4000, 4928
1590197246293, 201017, -5232, -3904, 4880
1590197246322, 201047, -5328, -3728, 5168
