Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197273382, 228107, 5904, -1488, 5264
1590197273413, 228137, 5968, -1648, 5456
1590197273442, 228167, 6112, -1744, 5312
1590197273472, 228197, 6064, -1696, 5344
1590197273502, 228227, 6048, -1680, 5328
1590197273532, 228257, 5920, -1664, 5248
1590197273562, 228287, 5936, -1664, 5152
1590197273593, 228317, 5840, -1568, 5056
1590197273622, 228347, 5856, -1712, 4960
1590197273652, 228377, 5824, -1664, 4880
1590197273683, 228407, 5840, -1520, 4656
1590197273712, 228437, 6128, -880, 4192
1590197273742, 228467, 8080, 2992, 3552
1590197273772, 228497, 11760, 8992, 6032
1590197273803, 228527, 14992, 5664, 11008
1590197273833, 228557, 16544, -2512, 11744
1590197273862, 228587, 10752, -12736, 9072
1590197273892, 228617, 3408, -21792, 2000
1590197273923, 228647, -1664, -26256, -3216
1590197273953, 228677, -2848, -23056, -2672
1590197273983, 228707, -7456, -14192, -2032
1590197274012, 228737, -11392, -4752, -1008
1590197274042, 228767, -11904, 240, 128
1590197274072, 228797, -12432, 5744, 3856
1590197274103, 228827, -11392, 6432, 1696
1590197274132, 228857, -9584, 5680, 4416
1590197274161, 228887, -6080, 6816, 4016
1590197274193, 228917, -3600, 6992, 7680
1590197274222, 228947, 272, 8336, 16864
1590197274252, 228977, 6400, 1392, 23952
1590197274283, 229007, 12736, -7520, 29504
1590197274312, 229037, 16944, -10224, 30240
1590197274342, 229067, 12832, -12816, 22976
1590197274372, 229097, 7376, -26768, 6288
1590197274402, 229127, 7344, -26384, -1392
1590197274432, 229157, 2880, -12928, -816
1590197274462, 229187, 240, -7408, -2448
1590197274492, 229217, 656, -6656, -1968
1590197274522, 229247, 736, -4224, -816
1590197274553, 229277, 784, -3024, 1184
1590197274583, 229307, 2736, -3840, 3152
1590197274612, 229337, 4880, -3184, 3904
1590197274643, 229367, 6080, -2960, 4304
1590197274673, 229397, 6256, -3056, 5120
1590197274702, 229427, 6432, -3120, 5408
1590197274732, 229457, 7088, -3808, 5328
1590197274761, 229487, 7008, -3344, 4848
1590197274792, 229517, 6352, -2816, 5104
1590197274822, 229547, 5856, -2416, 4896
1590197274852, 229577, 5792, -2272, 4976
1590197274882, 229607, 5616, -2160, 4992
