Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197211284, 166007, 5344, -2624, 5504
1590197211314, 166037, 5344, -2608, 5376
1590197211344, 166067, 5328, -2576, 5344
1590197211372, 166097, 5264, -2624, 5312
1590197211403, 166127, 5296, -2672, 5472
1590197211433, 166157, 5264, -2592, 5424
1590197211463, 166187, 5248, -2720, 5440
1590197211493, 166217, 5264, -2720, 5376
1590197211524, 166247, 5232, -2688, 5248
1590197211552, 166277, 5168, -2656, 5088
1590197211583, 166307, 5104, -2432, 4784
1590197211613, 166337, 5248, -1648, 4448
1590197211643, 166367, 5936, 496, 3936
1590197211673, 166397, 7984, 5728, 4848
1590197211703, 166427, 10496, 7232, 8240
1590197211733, 166457, 13680, 64, 12480
1590197211764, 166487, 14400, -5536, 14736
1590197211793, 166517, 9088, -15344, 13376
1590197211823, 166547, 1040, -21936, 5280
1590197211853, 166577, -5552, -28496, -1952
1590197211883, 166607, -7296, -25824, -1968
1590197211913, 166637, -13616, -15584, -4128
1590197211944, 166667, -15840, -5872, -5248
1590197211974, 166697, -18208, 1728, -720
1590197212003, 166727, -19264, 7296, 3104
1590197212033, 166757, -17424, 8032, 6112
1590197212064, 166787, -13328, 10032, 8928
1590197212094, 166817, -9328, 13584, 11072
1590197212124, 166847, -4320, 13664, 20048
1590197212154, 166877, 3072, 192, 30624
1590197212183, 166907, 8576, -14496, 32640
1590197212213, 166937, 12224, -19920, 32016
1590197212244, 166967, 10304, -20928, 15264
1590197212273, 166997, 9632, -22864, 4432
1590197212303, 167027, 6096, -17120, -816
1590197212332, 167057, 3200, -10080, -976
1590197212364, 167087, 1344, -6592, -1088
1590197212393, 167117, 1792, -6832, -464
1590197212422, 167147, 2832, -6688, 304
1590197212454, 167177, 3600, -5520, 2832
1590197212483, 167207, 4016, -4288, 3872
1590197212513, 167237, 4480, -3456, 4960
