Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197183414, 138137, 4048, 6112, -3296
1590197183444, 138167, 4048, 6240, -3264
1590197183474, 138197, 3968, 6256, -3248
1590197183504, 138227, 4032, 6096, -3200
1590197183533, 138257, 4096, 6112, -3312
1590197183564, 138287, 4048, 6064, -3184
1590197183593, 138317, 4032, 6112, -3296
1590197183623, 138347, 4048, 6080, -3312
1590197183653, 138377, 4016, 6064, -3424
1590197183683, 138407, 4112, 6176, -3456
1590197183714, 138437, 4240, 6224, -3520
1590197183743, 138467, 4576, 6688, -3744
1590197183774, 138497, 4816, 7248, -3856
1590197183804, 138527, 4512, 7600, -3104
1590197183833, 138557, 3472, 8272, -2512
1590197183863, 138587, 704, 9552, -2576
1590197183893, 138617, -5792, 12864, -304
1590197183923, 138647, -15296, 21968, 7440
1590197183954, 138677, -25952, 29392, 17296
1590197183984, 138707, -32592, 32640, 23248
1590197184014, 138737, -32624, 4992, 24672
1590197184044, 138767, -32624, -32432, 12192
1590197184074, 138797, -32624, -32624, 7760
1590197184104, 138827, -18464, -32624, 6816
1590197184133, 138857, -2960, -32624, 2368
1590197184164, 138887, 3088, -19536, -2304
1590197184194, 138917, 3472, -12064, -3328
1590197184223, 138947, 3552, -9344, -576
1590197184253, 138977, 3760, -9872, 1728
1590197184283, 139007, 2944, -9712, 2768
1590197184314, 139037, 2448, -9216, 2736
1590197184344, 139067, 2192, -8864, 2352
1590197184373, 139097, 2000, -8576, 1552
1590197184403, 139127, 2016, -7840, 1616
1590197184434, 139157, 2000, -7392, 1360
1590197184463, 139187, 2416, -7616, 1584
1590197184494, 139217, 2560, -7408, 1632
1590197184524, 139247, 2688, -7840, 1920
1590197184553, 139277, 2656, -7136, 2304
