Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197132743, 87467, 4128, -1696, 6624
1590197132772, 87497, 4112, -1664, 6768
1590197132802, 87527, 4128, -1616, 6704
1590197132832, 87557, 4080, -1552, 6624
1590197132863, 87587, 4096, -1648, 6656
1590197132892, 87617, 4144, -1680, 6784
1590197132922, 87647, 4160, -1696, 6864
1590197132953, 87677, 4240, -1728, 6784
1590197132982, 87707, 4192, -1696, 6816
1590197133012, 87737, 4240, -1648, 6752
1590197133043, 87767, 4352, -1696, 6768
1590197133073, 87797, 4128, -3536, 6272
1590197133103, 87827, 3520, -7824, 5504
1590197133132, 87857, 1888, -13392, 1872
1590197133162, 87887, 528, -16528, -1280
1590197133193, 87917, -1680, -16208, -336
1590197133223, 87947, -5168, -12752, 4192
1590197133252, 87977, -6704, -8240, 9056
1590197133283, 88007, -5664, -4736, 12640
1590197133313, 88037, -2208, -4480, 13488
1590197133343, 88067, 1296, -1328, 13536
1590197133373, 88097, 4848, 2560, 14048
1590197133403, 88127, 8688, 3472, 12784
1590197133432, 88157, 12208, 3936, 9360
1590197133462, 88187, 12864, 5120, 8576
1590197133492, 88217, 8976, 9680, 13360
1590197133523, 88247, 4032, 11904, 18944
1590197133552, 88277, -1744, 13760, 21728
1590197133582, 88307, -12384, 12720, 28320
1590197133613, 88337, -28784, 8848, 32640
1590197133643, 88367, -32624, -26944, 32640
1590197133672, 88397, -32624, -32624, -9200
1590197133702, 88427, -18416, -32208, -21472
1590197133732, 88457, -8576, -18544, -17472
1590197133763, 88487, -2320, -13968, -14400
1590197133792, 88517, 544, -10624, -7120
1590197133822, 88547, 3824, -7936, -224
1590197133852, 88577, 5952, -7120, 4400
1590197133882, 88607, 6688, -6384, 4496
1590197133912, 88637, 6496, -5200, 3600
1590197133942, 88667, 6480, -4576, 2960
1590197133972, 88697, 6192, -3680, 2336
1590197134003, 88727, 6320, -3840, 2304
1590197134032, 88757, 6416, -3904, 2656
1590197134062, 88787, 5936, -3664, 4224
