Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197147863, 102587, 3984, -816, 7088
1590197147893, 102617, 4064, -864, 7040
1590197147922, 102647, 4048, -864, 7168
1590197147953, 102677, 4032, -800, 7200
1590197147983, 102707, 4032, -768, 7088
1590197148014, 102737, 4016, -896, 6992
1590197148042, 102767, 3984, -896, 6912
1590197148072, 102797, 4064, -912, 7088
1590197148103, 102827, 4096, -832, 7056
1590197148133, 102857, 4064, -736, 7200
1590197148163, 102887, 3936, -640, 6784
1590197148193, 102917, 3488, -688, 6112
1590197148223, 102947, 1920, -752, 4496
1590197148253, 102977, -528, -1936, 1072
1590197148283, 103007, -2768, -2784, -2432
1590197148313, 103037, -5616, -1552, -3280
1590197148343, 103067, -6496, -2832, -48
1590197148373, 103097, -6528, -704, 9072
1590197148403, 103127, -6512, 224, 10384
1590197148432, 103157, -6448, -16, 13824
1590197148464, 103187, -4608, 400, 14736
1590197148494, 103217, -4448, 2464, 16704
1590197148523, 103247, -2080, 2880, 13344
1590197148554, 103277, -768, 3536, 10992
1590197148583, 103307, 304, 1360, 12928
1590197148613, 103337, 1168, 352, 17248
1590197148643, 103367, 1760, 1008, 22336
1590197148673, 103397, -7936, 6240, 30304
1590197148703, 103427, -32112, 6000, 32640
1590197148734, 103457, -32624, -1440, 17552
1590197148763, 103487, -32624, -11808, -28128
1590197148794, 103517, -21536, -11200, -25872
1590197148824, 103547, -10448, -7808, -21920
1590197148853, 103577, -6528, -4464, -13184
1590197148883, 103607, -4976, -2304, -1840
1590197148912, 103637, -5088, 48, 7344
1590197148944, 103667, -4048, 528, 10976
1590197148973, 103697, -2992, -144, 11984
1590197149003, 103727, -2400, -1312, 10112
1590197149033, 103757, -2448, -2112, 8816
1590197149063, 103787, -2800, -1904, 8896
1590197149093, 103817, -3280, -1296, 9232
1590197149124, 103847, -3552, -880, 8752
1590197149153, 103877, -3536, -704, 8080
