Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1590197399470, 354197, 6208, -128, 5280
1590197399500, 354227, 6240, -240, 5344
1590197399530, 354257, 6224, -208, 5200
1590197399561, 354287, 6208, -176, 5216
1590197399590, 354317, 6112, -80, 5280
1590197399620, 354347, 6256, -128, 5136
1590197399650, 354377, 6208, -64, 5120
1590197399680, 354407, 6224, -96, 5184
1590197399711, 354437, 6320, -112, 5424
1590197399740, 354467, 6560, -80, 5472
1590197399770, 354497, 7104, -160, 5648
1590197399800, 354527, 7312, -464, 6016
1590197399830, 354557, 6016, -832, 5632
1590197399861, 354587, 848, -3552, 1584
1590197399891, 354617, -4624, -6096, -4480
1590197399921, 354647, -8624, -4624, -7504
1590197399951, 354677, -12512, 1296, -2976
1590197399981, 354707, -9408, -176, 12448
1590197400010, 354737, 96, -3440, 27120
1590197400040, 354767, 9808, -3728, 32352
1590197400071, 354797, 15568, -2576, 23888
1590197400101, 354827, 16240, -3584, 15456
1590197400131, 354857, 14016, -10640, 13600
1590197400161, 354887, 13024, -14176, 15936
1590197400190, 354917, 7104, -9312, 18608
1590197400220, 354947, 544, -1200, 20192
1590197400251, 354977, -5648, 5088, 15344
1590197400281, 355007, -8160, 7056, 8976
1590197400311, 355037, -8576, 5984, 1232
1590197400340, 355067, -6480, 3168, -4656
1590197400371, 355097, -3680, 1264, -5600
1590197400400, 355127, -208, -752, -4096
1590197400431, 355157, 3296, -960, -1056
1590197400461, 355187, 5328, -592, 1616
1590197400491, 355217, 7008, -128, 4144
1590197400521, 355247, 7616, 112, 4992
1590197400550, 355277, 7296, 608, 5056
1590197400581, 355307, 6528, 1680, 4624
